Stations_id,von_datum,bis_datum,Stationshoehe,geoBreite,geoLaenge,Stationsname,Bundesland
3147,20130723,20240422,390,48.7548,12.2118,ersdorf-Pfaffenberg-Oberlindhart,Bayern
3153,20020820,20240422,449,48.6189,12.6233,ing-Schneiderberg,Bayern
3155,20030611,20240422,415,50.1015,6.8009,erscheid-Sonnenhof,Rheinland-Pfalz
3158,19911031,20240422,12,52.5468,14.5453,chnow,Brandenburg
3164,20060607,20240422,187,50.8492,8.7745,"e, Kr. Marburg-Biedenkopf",Hessen
3166,19911101,20240422,639,50.6511,13.1469,enberg,Sachsen
3167,19990601,20240422,547,50.6621,7.9603,"enberg, Bad",Rheinland-Pfalz
3175,20060911,20240422,504,50.5219,12.8282,hau,Sachsen
3179,20011128,20240422,320,49.666,10.3851,t Bibart,Bayern
3181,20210726,20240422,360,49.4875,10.6277,t Erlbach-Hagenhofen,Bayern
3192,20041111,20240422,506,47.7046,13.0372,tschellenberg,Bayern
3196,19920616,20240422,81,53.3222,11.9321,itz,Mecklenburg-Vorpommern
3204,20080529,20240422,429,50.7335,10.8815,inroda,Thüringen
3205,20050622,20240422,33,52.6579,13.179,itz (Wasserwerk),Brandenburg
3207,20020910,20240422,328,50.1798,10.272,ach,Bayern
3215,20070502,20240422,375,51.1683,8.7125,bach-Berge,Nordrhein-Westfalen
3217,20060704,20240422,22,54.8373,9.1481,by,Schleswig-Holstein
3226,20060627,20240422,107,51.7259,11.5109,ersleben-Mehringen,Sachsen-Anhalt
3231,19911101,20240422,450,50.5611,10.3771,ingen,Thüringen
3234,20041020,20240422,158,51.1294,13.4328,phausen-Garsebach,Sachsen
3238,20110510,20240422,2,53.9497,13.9742,chow,Mecklenburg-Vorpommern
3244,20090719,20240422,614,47.9821,10.1384,ingen,Bayern
3247,20070320,20240422,559,48.0557,9.3185,en-Ennetach,Baden-Württemberg
3248,20070213,20240422,516,50.3904,11.1324,kenblick-Mengersgereuth-Hämmern,Thüringen
3263,20021028,20240422,171,49.4566,6.6266,ig,Saarland
3268,20131001,20240422,900,48.1694,8.9433,tetten-Appental,Baden-Württemberg
3271,20041012,20240422,314,48.8548,12.9189,en,Bayern
3278,20021024,20240422,354,48.5377,9.2734,ingen,Baden-Württemberg
3279,20020514,20240422,172,51.0452,12.2989,elwitz,Thüringen
3280,20030507,20240422,98,53.3083,12.2937,nburg,Brandenburg
3284,20050405,20240422,240,49.6692,9.0085,elstadt,Hessen
3287,19910101,20240422,453,49.7177,9.0997,elstadt-Vielbrunn,Hessen
3289,20040811,20240422,356,50.7281,11.7838,ieritz-Weltwitz,Thüringen
3297,20050608,20240422,64,53.2681,12.7221,mel,Mecklenburg-Vorpommern
3304,20070124,20240422,294,51.2327,10.7694,enbessingen,Thüringen
3308,20050615,20240422,74,53.1846,13.6545,enwalde/Uckermark,Brandenburg
3319,20060611,20240422,239,49.7644,9.253,bach,Bayern
3321,20050523,20240422,76,51.1313,6.3608,hengladbach-Hilderath,Nordrhein-Westfalen
3339,20060727,20240422,541,50.5202,6.2084,chau-Kalterherberg,Nordrhein-Westfalen
3340,20050330,20220329,265,50.4383,7.8061,abaur,Rheinland-Pfalz
3342,20050125,20240422,0,53.311,7.4329,merland-Neermoor,Niedersachsen
3348,20040420,20240422,241,51.7209,9.8351,ngen-Lutterbeck,Niedersachsen
3362,20060620,20240422,243,48.9721,8.8735,acker,Baden-Württemberg
3364,20020919,20240422,286,50.8681,10.8211,Gleichen-Mühlberg,Thüringen
3366,19890306,20240422,406,48.279,12.5024,dorf,Bayern
3376,20031218,20240422,63,52.5176,14.1232,heberg,Brandenburg
3379,19970710,20240422,515,48.1632,11.5429,hen-Stadt,Bayern
3402,20020903,20240422,755,48.3851,9.4837,ingen-Apfelstetten,Baden-Württemberg
3413,20020513,20240422,155,50.4522,8.7317,enberg-Gambach,Hessen
3418,20060101,20240422,594,48.2754,9.6355,gen-Kirchen,Baden-Württemberg
3426,20021217,20240422,127,51.566,14.7008,"au, Bad",Sachsen
3432,20060101,20240421,380,48.5675,8.7179,ld,Baden-Württemberg
3435,20011204,20240422,477,48.5235,11.8398,lstadt,Bayern
3438,20041024,20240422,401,48.8016,11.2181,enfels,Bayern
3440,20050807,20240422,531,48.7071,10.2997,heim-Fleinheim,Baden-Württemberg
3442,20040630,20240422,149,50.3574,8.7506,"eim, Bad",Hessen
3445,20040421,20240422,100,51.9245,12.8888,en (Elster)-Naundorf,Sachsen-Anhalt
3448,20060101,20240422,117,49.3945,8.8045,argemünd-Kleingemünd,Baden-Württemberg
3473,20040901,20240422,89,53.0528,12.7562,uppin-Gühlen Glienicke,Brandenburg
3485,20041121,20240422,487,48.3114,10.3773,urg/Kammel-Langenhaslach,Bayern
3490,20030706,20240422,111,50.5346,7.0853,"nahr, Bad-Ahrweiler",Rheinland-Pfalz
3491,20020618,20240422,734,50.441,11.2401,tztal-Neuenbau,Thüringen
3497,20030211,20240422,336,50.1226,11.5596,igschorgast,Bayern
3499,20060607,20240422,292,51.2915,7.853,nrade-Blintrop,Nordrhein-Westfalen
3509,20040824,20240422,78,53.102,13.0421,hlin-Menz,Brandenburg
3513,19911101,20240422,845,50.5003,11.1345,aus am Rennweg,Thüringen
3519,20050202,20240422,663,47.9519,8.9932,ausen ob Eck-Unterschwandorf,Baden-Württemberg
3527,20030522,20240422,500,50.8923,9.405,irchen-Hauptschwenda,Hessen
3540,20040817,20240422,195,50.8446,7.372,kirchen-Seelscheid-Krawinkel,Nordrhein-Westfalen
3545,20041130,20240422,236,49.344,7.2297,kirchen-Wellesweiler,Saarland
3558,20061115,20240421,41,52.5,9.4941,tadt am Rübenberge,Niedersachsen
3564,20041215,20240422,35,53.4571,11.5687,tadt-Glewe-Friedrichsmoor,Mecklenburg-Vorpommern
3571,20071127,20240422,452,49.8174,11.8638,tadt am Kulm-Filchendorf,Bayern
3584,20020925,20240422,365,49.8135,6.5857,l,Rheinland-Pfalz
3589,20020514,20240422,162,50.2741,8.8653,erau-Erbstadt,Hessen
3591,20030604,20240422,350,50.6743,6.424,ggen-Schmidt,Nordrhein-Westfalen
3607,20020902,20240422,416,48.6106,12.4143,hing,Bayern
3612,20070221,20240422,25,52.6711,9.2229,burg,Niedersachsen
3617,20030312,20240422,431,49.1658,12.2788,enau-Harting,Bayern
3621,20051108,20240422,435,48.8253,10.5067,lingen,Bayern
3625,20030123,20240422,403,49.5568,7.0716,elden-Gonnesweiler,Saarland
3631,19930914,20240422,12,53.7123,7.1519,erney,Niedersachsen
3650,20041110,20240422,214,51.763,10.0416,heim-Imbshausen,Niedersachsen
3660,19950401,20240422,485,50.3602,6.8697,urg-Barweiler,Rheinland-Pfalz
3667,20041122,20240422,369,49.4258,11.2539,berg-Netzstall,Bayern
3668,19950804,20240422,314,49.503,11.0549,berg,Bayern
3677,20040321,20240422,832,47.603,11.0607,ammergau,Bayern
3679,20061001,20240422,518,47.6187,12.1665,ersfelden-Gach,Bayern
3690,20060101,20240421,372,48.3862,8.1426,harmersbach,Baden-Württemberg
3700,20050830,20240422,472,50.2661,9.7727,leichtersbach-Modlos,Bayern
3714,20030506,20240422,896,47.5538,9.9406,reute,Bayern
3722,20041005,20240422,484,48.2443,11.5528,schleißheim,Bayern
3730,19940731,20240422,806,47.3984,10.2759,stdorf,Bayern
3734,20030925,20240422,232,49.128,9.3525,sulm-Willsbach,Baden-Württemberg
3739,20050109,20240421,596,49.4521,12.4365,viechtach,Bayern
3740,20080213,20240422,195,50.9933,13.9807,en/Sachsen,Sachsen
3761,19920701,20240422,276,49.207,9.5176,ngen,Baden-Württemberg
3791,19981001,20121001,11,53.1763,8.1824,nburg,Niedersachsen
3795,20041017,20240422,49,51.7066,7.3564,n,Nordrhein-Westfalen
3811,19911106,20240422,150,51.296,13.0928,atz,Sachsen
3820,20070919,20240422,58,52.3656,8.2011,rcappeln-Schwagstorf,Niedersachsen
3821,19911101,20240422,244,51.0872,11.9293,rfeld,Sachsen-Anhalt
3836,20060103,20240422,314,50.4538,10.2211,eim v.d. Rhön,Bayern
3844,20090624,20240422,305,51.9473,9.3998,nstein,Niedersachsen
3848,20050810,20240422,18,53.1403,9.1517,rsberg-Otterstedt,Niedersachsen
3849,20030625,20240422,667,47.9303,10.31,beuren,Bayern
3853,20040831,20240422,3,53.3819,8.4493,gönne,Niedersachsen
3857,20041117,20240422,886,47.6362,10.3892,ittelberg-Petersthal,Bayern
3875,20041014,20240422,549,49.151,11.6897,berg/Oberpfalz-Eglwang,Bayern
3897,20060728,20240422,2,54.0893,10.8773,erhaken,Schleswig-Holstein
3904,20040608,20240422,152,49.5354,6.3789,-Nennig,Saarland
3906,20031001,20240422,40,53.0952,11.8603,eberg,Brandenburg
3911,20020513,20240422,305,50.6175,9.725,rsberg-Marbach,Hessen
3913,20040518,20240422,43,52.3817,9.0176,rshagen,Nordrhein-Westfalen
3919,20020827,20240422,381,48.4252,12.9924,rkirchen,Bayern
3925,20050708,20240422,332,48.9329,8.6973,zheim-Ispringen,Baden-Württemberg
3927,20030730,20240422,630,47.9345,9.2869,lendorf,Baden-Württemberg
3939,20040606,20240422,382,49.1912,7.5879,asens,Rheinland-Pfalz
3945,20050119,20240422,66,53.4584,12.2417,am See,Mecklenburg-Vorpommern
3946,19911101,20240422,387,50.4818,12.13,en,Sachsen
3948,20020912,20240422,443,49.649,11.4685,h,Bayern
3960,20020827,20240422,323,48.3952,13.3139,ing,Bayern
3965,20071029,20240422,5,54.1034,13.1533,rholz-Neuendorf,Mecklenburg-Vorpommern
3967,20050217,20240422,70,52.1836,14.5748,itz,Brandenburg
3969,20080319,20240422,235,50.3049,7.31,"h, Kr. Mayen-Koblenz",Rheinland-Pfalz
3972,20011127,20240422,510,48.9343,10.7586,ingen-Döckingen,Bayern
3975,20041123,20240422,522,49.4777,11.5357,elsbrunn-Mittelburg,Bayern
3987,19920816,20240422,81,52.3812,13.0622,dam,Brandenburg
3999,20020613,20240422,597,49.7844,12.0331,sath-Mühlberg,Bayern
4016,20020911,20240422,283,49.8526,10.1006,selsheim-Seligenstadt,Bayern
4017,20020919,20240422,386,50.1807,6.3509,-Watzerath,Rheinland-Pfalz
4023,20100302,20240422,270,51.2006,14.0207,nitz,Sachsen
4024,19911101,20240422,40,54.3643,13.4771,us,Mecklenburg-Vorpommern
4032,20061102,20240422,142,51.7953,11.132,linburg,Sachsen-Anhalt
4036,20070116,20240422,204,51.3895,11.5412,furt-Mühle Lodersleben,Sachsen-Anhalt
4039,20030512,20240422,11,53.7331,9.8776,kborn,Schleswig-Holstein
4052,20071016,20240422,94,51.7557,12.5104,erg-Radis,Sachsen-Anhalt
4057,20200906,20240422,394,50.4933,10.7847,cher,Thüringen
4063,20021021,20240422,41,52.4461,8.5906,en-Kleinendorf,Nordrhein-Westfalen
4065,20020429,20240422,462,48.6192,11.0059,am Lech-Wallerdorf,Bayern
4078,20051004,20240422,18,53.2428,8.2236,ede,Niedersachsen
4080,20050608,20240422,10,53.7409,13.7906,ebur,Mecklenburg-Vorpommern
4090,20020516,20240422,89,50.0056,8.4291,heim,Hessen
4094,20030716,20240422,441,47.8062,9.6206,"garten, Kr. Ravensburg",Baden-Württemberg
4101,20040525,20240422,16,53.3469,11.1992,fin,Mecklenburg-Vorpommern
4104,19940315,20240422,365,49.0425,12.1019,nsburg,Bayern
4109,20020616,20240422,586,50.2214,12.0275,u,Bayern
4112,20061115,20240422,60,52.4396,9.1335,urg-Loccum,Niedersachsen
4127,20041212,20240422,347,50.9906,7.6958,hshof-Eckenhagen,Nordrhein-Westfalen
4132,20020526,20240422,115,51.4841,9.6121,hardshagen-Vaake,Hessen
4134,20020505,20240422,172,49.8366,8.8806,erg-Habitzheim,Hessen
4135,20070508,20240422,336,51.4248,10.1898,holterode,Thüringen
4150,20051106,20240422,59,51.8118,7.0907,n,Nordrhein-Westfalen
4159,20020904,20240422,523,48.8104,10.936,ersheim-Blossenau,Bayern
4160,20020717,20240422,478,48.7425,8.924,ingen-Ihinger Hof,Baden-Württemberg
4169,20021022,20240422,131,48.6703,7.9939,nau-Memprechtshofen,Baden-Württemberg
4175,20030409,20240422,283,47.559,7.7721,nfelden,Baden-Württemberg
4177,20081028,20240422,116,48.9726,8.3301,nstetten,Baden-Württemberg
4185,20021219,20240422,363,48.9555,11.728,enburg,Bayern
4189,20030805,20240422,534,48.1479,9.4596,"eim, Kreis Biberach",Baden-Württemberg
4211,20060101,20240421,493,48.4245,8.3303,"oldsau, Bad",Baden-Württemberg
4219,20021014,20240422,512,50.3965,6.8568,er,Rheinland-Pfalz
4224,20030312,20240422,388,49.2412,12.4125,ng-Neubäu,Bayern
4230,20020505,20240422,137,49.9832,8.8395,rmark-Ober-Roden,Hessen
4248,20020129,20240422,402,49.3082,10.9183,/Mittelfranken-Dechendorf,Bayern
4271,19911113,20240422,5,54.1803,12.0808,ock-Warnemünde,Mecklenburg-Vorpommern
4275,20041110,20240422,32,53.1289,9.3398,nburg (Wümme),Niedersachsen
4280,20131211,20240422,386,49.2162,11.1035,,Bayern
4282,20040531,20240422,24,53.5954,13.8121,emühl,Mecklenburg-Vorpommern
4287,20041005,20240422,415,49.3849,10.1732,enburg ob der Tauber,Bayern
4288,20051003,20240422,96,52.1038,8.1809,"enfelde, Bad",Niedersachsen
4294,20041025,20240422,360,48.4704,8.9687,enburg-Kiebingen,Baden-Württemberg
4300,20021118,20240422,589,48.1815,8.6356,weil,Baden-Württemberg
4301,20040830,20240422,102,49.8502,7.871,"znach, Bad",Rheinland-Pfalz
4308,20020515,20240422,403,50.0517,7.8876,sheim-Presberg,Hessen
4310,20020522,20240422,105,49.1609,8.3009,heim,Rheinland-Pfalz
4313,20040623,20240422,370,51.4966,8.4342,en,Nordrhein-Westfalen
4315,20050803,20240422,914,48.5615,8.2228,rsbronn-Ruhestein,Baden-Württemberg
4323,20050208,20240422,461,49.6468,7.8837,ertsecken,Rheinland-Pfalz
4336,19960620,20240422,319,49.2128,7.1077,brücken-Ensheim,Saarland
4347,20020103,20020116,293,51.5909,10.5691,"sa, Bad",Niedersachsen
4349,20040310,20240422,251,48.9569,9.0711,senheim,Baden-Württemberg
4351,20060101,20240421,295,47.5582,7.9773,"ingen, Bad/ Rhein",Baden-Württemberg
4352,20070719,20240422,4,54.5159,13.5305,rd,Mecklenburg-Vorpommern
4354,20051129,20240422,457,48.7832,13.3146,enburg-Entschenreuth,Bayern
4368,20040816,20240422,93,51.7098,8.5796,kotten,Nordrhein-Westfalen
4371,19920603,20240422,135,52.1042,8.7521,"uflen, Bad",Nordrhein-Westfalen
4377,20050727,20240422,518,50.3518,10.0034,berg,Bayern
4387,20030325,20240422,805,49.0029,12.8237,t Englmar,Bayern
4393,19991201,20240422,5,54.3279,8.6031,t Peter-Ording,Schleswig-Holstein
4400,20040622,20240422,171,51.5439,8.1808,"endorf, Bad-Beusingsen",Nordrhein-Westfalen
4405,20060129,20240422,34,54.6854,9.6261,up,Schleswig-Holstein
4411,20011101,20240422,155,49.9195,8.9672,afheim-Schlierbach,Hessen
4412,20030203,20240422,95,52.198,11.4218,Börde-Schackensleben,Sachsen-Anhalt
4413,20021114,20240422,555,47.9767,11.4693,ftlarn-Kloster Schäftlarn,Bayern
4441,20011207,20240422,479,48.5025,11.4543,yern,Bayern
4445,19911112,20240422,609,51.7658,10.6533,igerode-Schierke,Sachsen-Anhalt
4464,19911031,20240422,501,50.5679,11.8041,eiz,Thüringen
4466,19910417,20240422,43,54.5275,9.5487,eswig,Schleswig-Holstein
4469,20060613,20240422,399,50.5071,10.762,eusingen,Thüringen
4480,20020930,20240422,232,50.3447,9.5533,üchtern-Herolz,Hessen
4488,20060615,20240422,443,51.2127,8.2672,allenberg-Sellinghausen,Nordrhein-Westfalen
4490,20020606,20240422,223,49.4149,6.836,elz-Hüttersdorf,Saarland
4493,20030225,20240422,417,49.4116,12.076,idgaden,Bayern
4494,20030312,20240422,455,49.2806,11.914,idmühlen,Bayern
4501,19920919,20240422,938,50.6545,10.7696,ücke,Thüringen
4508,20030714,20240422,649,50.2968,6.4194,eifelforsthaus,Rheinland-Pfalz
4546,20030324,20240422,684,49.5273,12.5705,nsee-Dietersdorf,Bayern
4548,20070424,20240422,608,50.1847,12.0791,nwald/Ofr.-Brunn,Bayern
4555,20060712,20240422,29,52.663,12.1812,llene,Sachsen-Anhalt
4559,20041213,20240422,398,49.1644,12.6175,rndorf-Knöbling,Bayern
4567,20011205,20240422,417,48.5532,11.2844,obenhausen,Bayern
4592,20050928,20240422,356,49.3278,12.0871,andorf,Bayern
4594,20051004,20240422,2,53.2338,8.5115,anewede-Neuenkirchen,Niedersachsen
4599,20041122,20240422,331,49.3425,11.1077,elstein-Kleinschwarzenlohe,Bayern
4600,20050616,20240422,12,52.9081,9.0452,arme,Niedersachsen
4601,20070722,20240422,28,52.6797,9.6524,l,Niedersachsen
4602,20081023,20240422,27,53.9385,10.6983,"artau,Bad -Groß Parin",Schleswig-Holstein
4605,20030619,20240422,277,50.6441,11.1936,arzburg,Thüringen
4617,20061004,20240422,1373,47.6705,11.8539,e Firstalm/Schlierseer Berge,Bayern
4618,20021212,20240422,30,52.747,11.9792,nberg-Krusemark-Schwarzholz,Sachsen-Anhalt
4625,19911101,20240422,59,53.6424,11.3871,erin,Mecklenburg-Vorpommern
4637,20080610,20240422,31,52.5404,13.1243,ken,Brandenburg
4642,19911031,20240422,21,52.8911,11.7297,ausen,Sachsen-Anhalt
4651,20041013,20240422,189,51.904,10.1885,en,Niedersachsen
4666,20050427,20240422,40,54.3444,10.4581,,Schleswig-Holstein
4683,20120307,20240422,48,52.516,7.6762,tenau,Niedersachsen
4703,20020901,20240422,581,48.0719,9.1943,aringen-Laiz,Baden-Württemberg
4704,20050117,20240422,508,47.5776,9.7404,arszell-Zeisertsweiler,Bayern
4706,20041209,20240422,358,48.2718,13.0273,ach/Inn,Bayern
4709,20111005,20240422,445,49.9996,7.5981,ern-Wahlbach,Rheinland-Pfalz
4710,20070321,20240422,718,48.6191,8.5247,ersfeld,Baden-Württemberg
4712,20060606,20240422,428,48.0821,8.0919,nswald-Obersimonswald,Baden-Württemberg
4741,20041019,20240422,152,51.14,7.093,ngen-Hohenscheid,Nordrhein-Westfalen
4745,19921027,20240422,75,52.9604,9.793,au,Niedersachsen
4748,20040621,20240422,185,51.3691,10.88,ershausen,Thüringen
4755,20020829,20240422,847,48.6819,13.7351,en,Bayern
4763,20030519,20240422,265,51.0607,9.9266,ra,Hessen
4790,20060131,20240422,98,52.2054,9.5668,nge,Niedersachsen
4803,20090810,20240422,1,53.4926,8.3768,adingen-Inte,Niedersachsen
4813,20200722,20240422,318,50.0806,11.0467,"felstein, Bad-Stublang",Bayern
4818,20020616,20240422,597,50.1531,11.7402,mbach-Querenbach,Bayern
4849,20050501,20240422,64,52.1173,7.3411,nfurt-Burgsteinfurt,Nordrhein-Westfalen
4850,20091125,20240422,779,47.7112,10.8758,ngaden-Lauterbach,Bayern
4857,20040727,20240422,2,53.5534,9.6097,elnkirchen-Hohenfelde,Niedersachsen
4878,20041004,20240422,504,51.6646,10.8811,harz am Brocken-Stiege,Sachsen-Anhalt
4881,20041108,20240422,533,47.8591,9.0152,kach,Baden-Württemberg
4883,20050823,20240422,19,52.7659,9.4046,kenfeld-Hedern,Niedersachsen
4887,19941202,20240422,734,48.6656,9.8648,ten,Baden-Württemberg
4911,19961024,20240422,351,48.8275,12.5597,ubing,Bayern
4912,20060606,20240422,81,52.5884,13.9289,usberg,Brandenburg
4920,20090818,20240422,4,53.4252,8.804,rstedt,Niedersachsen
4928,19980604,20240422,314,48.8281,9.2,tgart (Schnarrenberg),Baden-Württemberg
4931,19951002,20240422,371,48.6883,9.2235,tgart-Echterdingen,Baden-Württemberg
4946,20011213,20240422,500,48.5151,11.6545,eitenkirchen-Sünzhausen,Bayern
4958,20041201,20240422,333,50.2417,10.567,dorf an der Lederhecke,Bayern
4978,20020924,20240422,395,50.639,10.0228,/Rhön,Hessen
4982,20040709,20240422,528,50.6074,12.939,enberg,Sachsen
4984,20040916,20240422,48,53.2252,14.33,nreinkendorf,Brandenburg
4997,20041014,20240422,196,50.9771,12.3419,kenberg-Tegkwitz,Thüringen
5000,20020909,20240422,498,47.8526,12.8282,endorf,Bayern
5009,19911031,20240422,33,53.761,12.5574,row,Mecklenburg-Vorpommern
5014,20040511,20240422,7,53.2758,8.9857,swede-Hüttenbusch,Niedersachsen
5017,20050731,20240422,633,50.4002,11.3888,chnitz,Bayern
5023,20011126,20240422,416,49.0871,11.2236,mässing,Bayern
5029,19931110,20240422,387,49.4737,7.0385,ey,Saarland
5034,20040316,20240422,513,49.9842,11.4008,nau-Tannfeld,Bayern
5046,20080129,20240422,501,49.8576,12.3542,chenreuth-Lodermühl,Bayern
5057,20050627,20240422,28,54.1695,9.5559,e,Schleswig-Holstein
5058,20051109,20240422,56,53.6893,10.3657,nge,Schleswig-Holstein
5059,20041027,20240422,781,47.7279,7.9988,moos,Baden-Württemberg
5064,20041019,20240422,37,51.2897,6.4437,svorst,Nordrhein-Westfalen
5084,20061210,20240422,290,51.1594,10.2473,ichsfeld-Wendehausen,Thüringen
5086,20020626,20240422,133,51.5777,9.4337,delburg,Hessen
5097,20041122,20240422,10,54.0654,12.7655,sees,Mecklenburg-Vorpommern
5099,20080409,20240422,132,49.7326,6.6131,r-Zewen,Rheinland-Pfalz
5100,20001018,20240422,261,49.7479,6.6583,r-Petrisberg,Rheinland-Pfalz
5103,20100616,20240422,348,49.3544,7.7948,pstadt-Neuhof,Rheinland-Pfalz
5109,20131001,20240422,68,53.5998,13.3039,lenhagen,Mecklenburg-Vorpommern
5111,20051219,20240422,560,48.0311,12.5396,tberg,Bayern
5123,20021128,20240422,413,48.208,12.6296,ing,Bayern
5132,20050719,20240422,17,52.743,7.0754,t-Hebelermeer,Niedersachsen
5133,20040726,20240422,295,51.3344,8.9132,tetal-Mühlhausen,Hessen
5142,19920816,20240422,1,53.7445,14.0698,ermünde,Mecklenburg-Vorpommern
5146,20030714,20240422,50,52.9414,10.5289,en,Niedersachsen
5148,20060613,20240422,60,52.4588,10.1888,e,Niedersachsen
5149,20041005,20240422,318,49.5679,10.1969,hofen,Bayern
5158,19911105,20240422,159,52.1601,11.1759,ndorf,Sachsen-Anhalt
5161,20020828,20240422,573,48.5599,13.7495,rgriesbach-Glotzing,Bayern
5169,20030410,20240422,831,47.7674,10.4604,tisried,Bayern
5174,20060101,20240421,471,48.4951,9.4003,"h, Bad",Baden-Württemberg
5209,20040728,20240422,20,52.9586,9.2269,en-Dauelsen,Niedersachsen
5225,20020505,20240422,125,50.2135,8.7453,"el, Bad-Dortelweil",Hessen
5227,20040316,20240422,682,47.9692,10.9152,ertshofen-Pflugdorf,Bayern
5229,20030414,20240422,719,48.0453,8.4608,ingen-Schwenningen,Baden-Württemberg
5230,20020819,20240422,462,48.4527,12.3382,biburg,Bayern
5240,20020704,20240422,380,51.1598,8.8738,-Buchenberg,Hessen
5262,20030416,20240422,814,47.7564,11.6928,irchen-Demmelberg,Bayern
5263,20020527,20240422,203,51.067,9.3821,rn-Hebel,Hessen
5275,20030313,20240422,105,49.2445,8.5374,äusel-Kirrlach,Baden-Württemberg
5276,20021127,20240422,476,47.9237,12.7558,ng am See,Bayern
5279,20040601,20240422,167,51.6194,9.5749,rtal-Lippoldsberg,Hessen
5280,20070216,20240422,33,53.9224,10.2267,enborn,Schleswig-Holstein
5285,20030324,20240422,501,49.618,12.4895,haus-Pfrentsch,Bayern
5294,20050807,20240422,280,50.5121,8.1326,brunn-Lahr,Hessen
5297,20020704,20240422,300,51.2427,8.9718,eck-Alraft,Hessen
5300,20030525,20240422,380,50.2596,8.3607,ems-Reinborn,Hessen
5303,20020616,20240422,723,49.936,12.0935,ershof-Schafbruck,Bayern
5335,20060614,20240422,352,50.8963,10.5483,ershausen,Thüringen
5347,20060921,20240422,236,51.5039,9.1118,urg,Nordrhein-Westfalen
5349,19940323,20240422,73,53.5196,12.6654,n (Müritz),Mecklenburg-Vorpommern
5360,20070521,20240422,331,51.4319,8.2665,tein-Hirschberg,Nordrhein-Westfalen
5371,19961023,20240422,920,50.4973,9.9427,erkuppe,Hessen
5382,20060420,20240422,39,52.5883,9.7386,mark-Elze,Niedersachsen
5395,20060911,20240422,340,50.7676,11.981,h-Pöllnitz Neundorf,Thüringen
5397,19910704,20240422,440,49.6662,12.1844,en,Bayern
5401,20030325,20240422,424,49.2717,12.7451,"ing, Kreis Cham-Dalking",Bayern
5404,19970101,20240422,477,48.4024,11.6946,enstephan-Dürnast,Bayern
5405,20020417,20240422,474,49.3376,10.606,enzell-Grüb,Bayern
5416,20100721,20240422,183,50.4284,8.3806,münster,Hessen
5424,20070504,20240420,328,51.0177,11.3544,ar-Schöndorf,Thüringen
5426,19931027,20240422,553,49.3758,8.1212,biet,Rheinland-Pfalz
5433,20030514,20240422,380,49.5534,6.812,kirchen/Saar,Saarland
5435,20060101,20240421,455,48.8457,8.9073,sach,Baden-Württemberg
5440,19881014,20240422,439,49.0115,10.9308,enburg-Emetzheim,Bayern
5444,20020207,20240422,500,48.3091,10.2049,enhorn-Oberreichenbach,Bayern
5453,20050307,20240422,174,48.188,7.6976,weil-Waldeckhof,Baden-Württemberg
5470,20020426,20240422,459,48.3631,11.5635,enzhausen,Bayern
5480,20030910,20240422,85,51.5763,7.8879,,Nordrhein-Westfalen
5484,20021016,20240422,240,51.5835,10.709,ich-Werna,Thüringen
5490,19911031,20240422,233,51.8454,10.7686,igerode,Sachsen-Anhalt
5511,20050802,20240422,825,48.5206,9.6187,erheim,Baden-Württemberg
5513,20050713,20240422,92,52.2902,7.8687,erkappeln,Nordrhein-Westfalen
5516,19960531,20240422,3,54.5283,11.0606,arn,Schleswig-Holstein
5518,20050824,20240422,6,53.2504,7.935,erstede,Niedersachsen
5524,20020709,20240422,227,50.9087,8.6929,er/Hessen-Amönau,Hessen
5538,20041116,20240422,551,47.8827,11.1576,enbach (Demollstr.),Bayern
5541,20040711,20240422,263,50.1321,8.3169,baden-Auringen,Hessen
5542,20020515,20240422,90,50.0421,8.2331,baden-Biebrich,Hessen
5546,19911013,20240422,187,52.1206,12.4586,enburg,Brandenburg
5548,20020903,20240422,680,49.032,12.5505,enfelden-Utzenzell,Bayern
5555,20040901,20240422,43,52.2534,13.2361,ow,Brandenburg
5559,20060820,20240422,383,48.7848,8.5764,"bad, Bad-Calmbach",Baden-Württemberg
5562,20020908,20240422,571,48.6516,8.6801,ulach-Oberhaugstett,Baden-Württemberg
5616,20020924,20240422,426,50.2282,6.2071,erspelt,Rheinland-Pfalz
5619,20041019,20240422,360,51.1637,7.4234,erfürth-Gardeweg,Nordrhein-Westfalen
5629,19920416,20240422,105,51.8891,12.6446,enberg,Sachsen-Anhalt
5635,20020618,20240422,147,49.9617,6.9287,lich,Rheinland-Pfalz
5643,20040923,20240422,68,53.1864,12.4949,stock-Rote Mühle,Brandenburg
5646,20020506,20200930,220,51.3645,9.7491,enhausen-Ziegenhagen,Hessen
5664,20030324,20240422,296,48.2953,8.2391,ach,Baden-Württemberg
5684,20171023,20240422,40,52.2813,12.458,in,Brandenburg
5688,20181017,20240422,881,47.7004,8.1057,sberg-Wolpadingen,Baden-Württemberg
5692,20040505,20240422,88,49.6051,8.3659,s,Rheinland-Pfalz
5699,20040816,20240422,312,51.5427,8.7784,enberg-Eilern,Nordrhein-Westfalen
5705,19921026,20240422,268,49.7704,9.9576,burg,Bayern
5711,20060101,20240422,390,49.1295,9.4945,enrot-Oberheimbach,Baden-Württemberg
5717,20060705,20240422,134,51.2256,7.1052,ertal-Buchenhofen,Nordrhein-Westfalen
5721,20020819,20240422,474,48.3569,12.7679,annsquick-Egelsberg,Bayern
