Stations_id,von_datum,bis_datum,Stationshoehe,geoBreite,geoLaenge,Stationsname,Bundesland
5724,20050614,20240422,690,47.9589,10.0139,an der Rot-Buch,Baden-Württemberg
5729,20050216,20240422,6,52.7606,14.2174,row,Brandenburg
5731,20030715,20240422,395,47.6783,8.3801,schingen-Ofteringen,Baden-Württemberg
5732,20050607,20240422,9,54.6928,8.5271,um/Föhr,Schleswig-Holstein
5733,20050313,20240422,20,51.697,6.3974,en,Nordrhein-Westfalen
5745,20040419,20240422,51,52.9664,13.3268,enick,Brandenburg
5750,20041130,20240422,264,51.0314,12.1495,z,Sachsen-Anhalt
5758,20020618,20200930,293,49.8709,6.7074,er (Forsthaus Mülchen),Rheinland-Pfalz
5762,20090119,20240422,83,53.0704,10.8831,ien,Niedersachsen
5763,20041019,20240422,141,51.238,11.8295,burg/Unstrut-Zeuchfeld,Sachsen-Anhalt
5767,20051114,20240422,28,53.2989,9.3351,lingen-Wiersdorf,Niedersachsen
5779,19911101,20240422,877,50.7313,13.7516,wald-Georgenfeld,Sachsen
5792,19940731,20240422,2956,47.421,10.9848,pitze,Bayern
5797,20051009,20240422,349,50.6879,12.4329,tentanne,Sachsen
5800,20060704,20240422,615,49.028,13.2385,sel,Bayern
5814,20060711,20240422,321,51.5504,11.403,feld-Annarode,Sachsen-Anhalt
5822,20040419,20240422,42,52.863,8.6989,um,Niedersachsen
5825,20030107,20240422,40,52.6198,12.7867,e,Brandenburg
5840,20060101,20240421,593,48.6663,8.4721,lösterle,Baden-Württemberg
5854,20050608,20240422,24,53.6557,13.5369,dland,Mecklenburg-Vorpommern
5856,19961230,20240422,476,48.5451,13.3532,tenzell,Bayern
5871,19981222,20240422,497,49.9463,7.2645,,Rheinland-Pfalz
5906,19930714,20240422,98,49.5063,8.5584,heim,Baden-Württemberg
5930,20070927,20240422,1,54.641,10.0238,nhagen (Ostseebad),Schleswig-Holstein
5941,20061204,20240422,686,47.6754,12.4698,im Winkl,Bayern
5943,20061207,20240422,462,50.8377,14.0719,nthal-Bielatal,Sachsen
5985,20180108,20240421,386,48.652,9.6232,", Bad (Kläranlage)",Baden-Württemberg
5986,20180523,20240421,329,48.745,8.7301,-Hirsau,Baden-Württemberg
5987,20180523,20240421,591,48.287,9.4996,ngen-Anhausen,Baden-Württemberg
5988,20180523,20240421,415,49.1638,9.9162,ofen,Baden-Württemberg
5989,20180523,20240421,262,49.3502,9.7871,ingen,Baden-Württemberg
5990,20180523,20240421,221,49.0137,9.3153,stenfeld,Baden-Württemberg
5991,20180523,20240421,234,48.4997,8.1376,nau Oberes Renchtal,Baden-Württemberg
5992,20180111,20240421,266,48.853,9.5365,rsberg-Michelau,Baden-Württemberg
5993,20180624,20240421,653,47.7595,9.7724,,Baden-Württemberg
5994,20180523,20240421,968,48.0277,8.2896,enbach,Baden-Württemberg
6093,20030327,20240422,62,53.2139,10.4704,isch Evern,Niedersachsen
6100,20020516,20240422,120,49.8626,8.2311,heim,Rheinland-Pfalz
6105,20030709,20240422,15,54.3194,9.8051,nfeld (Rendsburg),Schleswig-Holstein
6109,20040531,20240422,52,53.3837,14.3728,bow-Schwennenz,Mecklenburg-Vorpommern
6129,20040915,20240422,291,51.0594,14.4266,and/Spree,Sachsen
6157,20070821,20240422,4,53.6411,8.0809,erland-Hooksiel,Niedersachsen
6158,20040927,20240422,454,49.2249,10.6085,enbach-Weiherschneidbach,Bayern
6159,20081031,20240422,8,52.9542,7.3197,en,Niedersachsen
6161,20020829,20240422,311,48.7577,13.0134,rhofen-Thundorf,Bayern
6163,20061109,20240422,27,54.1654,10.3519,ick,Schleswig-Holstein
6170,20030311,20240422,39,52.0192,14.7254,hen,Brandenburg
6190,20041111,20240422,599,47.6392,13.0068,htesgaden,Bayern
6191,20030326,20240422,684,48.9023,13.1442,hberg/Niederbayern -Zell,Bayern
6195,20021008,20240422,305,49.956,11.0189,ßlitz-Köttensdorf,Bayern
6197,20060927,20240422,258,51.8664,9.271,e-Paenbruch,Nordrhein-Westfalen
6199,20040824,20240422,17,54.2484,13.0419,nhagen-Negast,Mecklenburg-Vorpommern
6200,20021120,20240422,262,50.0785,10.4887,gsberg/Bayern-Holzhausen,Bayern
6201,20021119,20240422,339,49.5334,10.1546,ershofen-Adelhofen,Bayern
6203,20040804,20240422,1088,47.6279,12.9015,au-Schwarzeck/Schmuck,Bayern
6215,20030326,20240422,689,49.2154,13.0662,Lambach,Bayern
6216,20020911,20240422,464,49.5321,12.2798,snitz-Reisach,Bayern
6217,20040719,20240422,190,49.2406,6.9351,brücken-Burbach,Saarland
6257,20060421,20240422,723,47.6279,11.5166,enau-Tannern,Bayern
6258,20020901,20240422,461,47.6845,9.4409,drichshafen-Unterraderach,Baden-Württemberg
6259,20020619,20240422,524,49.021,9.6033,erlach-Mannenweiler,Baden-Württemberg
6260,20020909,20240422,381,49.3328,9.704,lfingen-Stachenhausen,Baden-Württemberg
6262,20020618,20240422,412,48.7695,9.8737,äbisch Gmünd-Weiler,Baden-Württemberg
6263,20030728,20240422,445,47.7738,8.8219,en,Baden-Württemberg
6264,20021113,20240422,457,51.414,8.65,on-Thülen,Nordrhein-Westfalen
6265,20021211,20240422,36,52.3613,12.3867,erwitz,Brandenburg
6266,20030312,20240422,112,52.0304,10.9626,Pabstorf,Sachsen-Anhalt
6268,20020618,20240422,173,50.7577,11.5178,tädt-Kirchhasel-Niederkrossen,Thüringen
6269,20030303,20240422,731,50.3594,12.4836,genthal-Kamerun,Sachsen
6270,20021125,20240422,330,50.4099,10.4901,ild-Sülzdorf,Thüringen
6271,20021108,20240422,274,50.9771,12.0044,sen/Elster-Nickelsdorf,Thüringen
6272,20040810,20240422,284,50.8426,10.2518,"ungen, Bad-Gräfen-Nitzendorf",Thüringen
6273,20021016,20240422,36,52.5075,11.8551,er,Sachsen-Anhalt
6275,20030522,20240422,327,48.6705,9.4627,ingen,Baden-Württemberg
6303,20020603,20240422,584,51.2915,8.5981,ingen/Hochsauerland,Hessen
6305,20040901,20240422,193,51.2061,10.4978,hausen/Thüringen-Görmar,Thüringen
6310,20040613,20240422,1,54.1049,13.8239,shagen,Mecklenburg-Vorpommern
6313,20041018,20240422,440,51.2488,7.4672,kerfeld-Wengeberg,Nordrhein-Westfalen
6314,20050608,20240422,306,51.0507,13.3003,en,Sachsen
6336,20050926,20240422,288,50.0132,9.654,/Main-Halsbach,Bayern
6337,20040620,20240422,59,51.7663,7.5194,nghausen-Brochtrup,Nordrhein-Westfalen
6338,20041020,20240422,605,50.3618,11.6223,"en, Bad",Bayern
6344,20041019,20240422,168,50.394,8.1423,el-Ennerich,Hessen
6346,20041126,20240422,531,48.207,11.2035,ach-Galgen,Bayern
6347,20041006,20240422,305,50.0579,10.2972,nungen-Mainberg,Bayern
7075,20041024,20240422,429,48.702,11.8493,ndorf-Horneck,Bayern
7077,20040908,20240422,54,53.5255,13.0161,lin-Groß Lukow,Mecklenburg-Vorpommern
7078,20040913,20240422,33,53.5035,11.0014,w,Mecklenburg-Vorpommern
7079,20041012,20240422,14,53.0443,14.2423,holz-Meyenburg,Brandenburg
7104,20041111,20240422,220,49.6206,9.6036,gheim,Baden-Württemberg
7105,20050410,20240422,719,47.835,12.6548,sdorf-Höll,Bayern
7106,20060723,20240422,105,52.0714,8.4565,efeld-Deppendorf,Nordrhein-Westfalen
7138,20041124,20240422,686,48.2962,9.0701,adingen-Hausen,Baden-Württemberg
7187,20041104,20240422,194,49.7636,9.4063,denberg/Main-Boxtal,Baden-Württemberg
7224,20060101,20240417,570,47.9324,9.5512,hausen,Baden-Württemberg
7226,20060101,20240421,640,47.7777,9.887,"egg, Kr. Ravensburg",Baden-Württemberg
7227,20060101,20240421,280,49.6789,9.523,heim/Main-Tauber-Kreis,Baden-Württemberg
7230,20060101,20240421,170,49.3078,9.3606,mühl/Jagst,Baden-Württemberg
7233,20060101,20240421,415,49.257,10.0152,am See,Baden-Württemberg
7234,20060101,20240421,310,48.2934,8.3066,ltach/ Kinzig,Baden-Württemberg
7235,20060101,20240421,650,48.2109,8.7656,mberg-Stausee,Baden-Württemberg
7238,20060101,20240421,200,48.9243,8.9536,ingen/ Enz,Baden-Württemberg
7240,20060101,20240421,567,48.4692,8.6304,-Altheim,Baden-Württemberg
7241,20060101,20240421,470,48.8707,9.6442,heim (Kläranlage),Baden-Württemberg
7242,20060101,20240421,565,48.5682,9.6372,ensteig,Baden-Württemberg
7243,20060101,20240421,303,48.1372,8.0097,en,Baden-Württemberg
7285,20050510,20240422,68,52.4153,11.0758,sfelde-Weferlingen-Bösdorf,Sachsen-Anhalt
7298,20050517,20240422,4,54.5268,9.0425,stedt,Schleswig-Holstein
7319,20041025,20240422,435,48.7374,10.7393,uwörth-Osterweiler,Bayern
7321,20050705,20240422,160,51.1507,11.3321,rsleben,Thüringen
7322,20050809,20240422,716,47.7667,7.7205,burg-Marzell,Baden-Württemberg
7323,20051102,20240422,149,51.2359,12.5517,ershain,Sachsen
7326,20051201,20240422,135,51.1918,12.7645,ma-Kleinbothen,Sachsen
7327,20070322,20240422,323,50.8836,13.0425,kenberg-Altenhain,Sachsen
7328,20051117,20240422,219,50.8544,12.4216,tz,Thüringen
7329,20050908,20240422,465,50.5467,12.2863,en,Sachsen
7330,20050705,20240422,159,51.4633,7.978,berg-Neheim,Nordrhein-Westfalen
7331,20050807,20240422,467,48.6099,10.2674,aringen-Allewind,Baden-Württemberg
7333,20060502,20240422,727,50.5803,13.2966,enberg-Rübenau,Sachsen
7334,20060126,20240422,131,51.2651,13.3588,chstein-Heyda,Sachsen
7335,20051129,20240422,138,51.3658,13.5801,enhain-Strauch,Sachsen
7337,20070226,20240422,332,51.0577,14.6128,hennersdorf,Sachsen
7341,20050622,20240422,119,50.09,8.7862,nbach-Wetterpark,Hessen
7343,20060111,20240422,689,50.62,13.4817,schneudorf-Brüderwiese,Sachsen
7344,20060420,20240422,45,51.2992,6.2013,etal-Hülst,Nordrhein-Westfalen
7350,20060515,20240422,585,49.1088,12.8231,kenbach-Neuhäusl,Bayern
7351,20050908,20240422,115,53.3176,13.4175,berg/Mecklenburg,Mecklenburg-Vorpommern
7361,20060614,20240422,73,52.7363,10.344,rnhorst-Marwede,Niedersachsen
7364,20061207,20240422,74,51.6818,12.3053,itz,Sachsen-Anhalt
7367,20071108,20240422,144,51.9643,9.8072,ld,Niedersachsen
7368,20071004,20240422,312,51.0007,10.3621,nach,Thüringen
7369,20070926,20240422,475,49.1623,10.3661,htwangen-Heilbronn,Bayern
7370,20060727,20240422,499,49.391,12.6838,münchen,Bayern
7372,20060731,20240422,37,52.7321,11.7123,rburg (Altmark)-Ballerstedt,Sachsen-Anhalt
7373,20060116,20240422,3,53.5984,6.7024,um-Flugplatz,Niedersachsen
7374,20051206,20240422,46,52.0813,6.9409,s,Nordrhein-Westfalen
7375,20090923,20240422,411,49.645,7.5003,erg-Schönbornerhof,Rheinland-Pfalz
7378,20060606,20240422,101,51.0149,6.5173,urg-Weiler Hohenholz,Nordrhein-Westfalen
7380,20060101,20240421,233,48.9353,9.4009,nang/Murr,Baden-Württemberg
7382,20061024,20240422,666,47.7096,9.866,en/Allgäu-Schwaderberg,Baden-Württemberg
7389,20061011,20240422,83,52.7461,13.8427,elberg,Brandenburg
7393,20091216,20240422,116,51.4492,14.2533,rswerda,Sachsen
7394,20060601,20240422,622,50.0315,11.9745,iedel-Schönbrunn,Bayern
7395,20071109,20240422,351,48.6595,12.5388,frieding,Bayern
7396,20080401,20240422,740,50.5084,9.2246,rodskopf/Vogelsberg,Hessen
7403,20070226,20240422,672,47.7955,10.0325,kirch-Herlazhofen,Baden-Württemberg
7410,20101126,20240422,350,50.7513,9.0224,Ulrichstein,Hessen
7412,20060920,20240422,340,50.0083,9.4238,ütten/Spessart,Bayern
7418,20080415,20240422,323,50.802,12.6366,t Egidien-Kuhschnappel,Sachsen
7419,20060822,20240422,389,50.661,12.0756,enwetzendorf-Göttendorf,Thüringen
7420,20070204,20240422,246,51.1044,11.7112,burg/Saale-Kreipitzsch,Sachsen-Anhalt
7421,20061109,20240422,388,50.325,11.2395,tztal-Neuhaus-Schierschnitz,Thüringen
7423,20070220,20240422,163,51.3445,14.8387,ichen-Trebus,Sachsen
7424,20061019,20240422,457,47.7724,12.9073,ng,Bayern
7425,20060712,20240422,216,52.1384,9.1119,eln-Volksen,Niedersachsen
7427,20070807,20240422,17,54.0188,9.9255,nstedt (Pony-Park),Schleswig-Holstein
7428,20070322,20240422,397,50.4167,10.8156,sdorf,Thüringen
7429,20060101,20240422,336,49.4249,9.3316,ach,Baden-Württemberg
7430,20071003,20240422,258,50.0615,10.8129,weinsdorf-Treinfeld,Bayern
7431,20070911,20240422,604,48.013,11.5524,haching-Laufzorn,Bayern
7432,20070403,20240422,71,52.6423,10.6628,ingen-Vorhop,Niedersachsen
7434,20060101,20240421,351,48.8042,8.443,"enalb, Bad/Therme",Baden-Württemberg
7436,20060101,20240421,1025,48.1004,8.1973,nwald,Baden-Württemberg
7487,20061123,20240421,576,48.0272,9.486,"gau,Bad",Baden-Württemberg
7488,20061123,20240421,538,48.3846,8.4787,weiler-Wälde,Baden-Württemberg
7489,20061123,20240421,348,48.7448,9.6484,nbach,Baden-Württemberg
7490,20061123,20240421,170,49.0334,8.7121,"ten, Kreis Karlsruhe",Baden-Württemberg
7491,20061123,20240421,395,49.154,10.0632,lsheim/Jagst,Baden-Württemberg
7492,20061123,20240421,260,49.4844,10.019,lingen/Tauber,Baden-Württemberg
7493,20061123,20240421,304,48.6704,8.3534,ach,Baden-Württemberg
7494,20061123,20240421,160,48.9597,8.5905,"gsbach-Stein, Enzkreis",Baden-Württemberg
7495,20061123,20240421,226,49.3786,9.6307,theim,Baden-Württemberg
7497,20061123,20240421,651,48.1872,8.3667,enbronn,Baden-Württemberg
7498,20061123,20240421,249,49.058,8.9124,rfeld (Emetsklinge),Baden-Württemberg
7500,20061210,20240422,82,52.0223,12.1597,witz bei Zerbst,Sachsen-Anhalt
13654,20070612,20240422,285,51.0063,13.471,druff-Mohorn,Sachsen
13669,20070723,20240422,55,52.0087,7.8519,evern-Schirlheide,Nordrhein-Westfalen
13670,20070504,20240422,24,51.5088,6.7018,burg-Baerl,Nordrhein-Westfalen
13671,20071107,20240422,221,50.9655,7.2753,ath-Böke,Nordrhein-Westfalen
13674,20070711,20240422,237,49.2943,8.9053,stadt,Baden-Württemberg
13675,20071010,20240422,75,52.0818,9.4077,ln-Hastenbeck,Niedersachsen
13687,20071009,20240422,18,53.9005,9.8308,elbrook,Schleswig-Holstein
13688,20080205,20240422,129,51.1692,12.2617,u,Sachsen
13696,20071023,20240422,60,51.5966,7.4048,rop-Abdinghof,Nordrhein-Westfalen
13698,20071120,20240422,504,48.8767,10.2413,hheim (Berghof),Baden-Württemberg
13699,20080211,20240422,66,52.3666,10.1265,te-Sievershausen,Niedersachsen
13700,20080325,20240422,203,51.3329,7.3412,lsberg-Oberbröking,Nordrhein-Westfalen
13710,20080310,20240422,490,48.5734,12.2576,shut-Reithof,Bayern
13711,20071023,20240422,289,50.682,11.515,pa-Rockendorf,Thüringen
13712,20080814,20240422,44,52.1488,13.8359,hehofe,Brandenburg
13713,20071008,20240422,386,51.0899,7.6289,erzhagen-Redlendorf,Nordrhein-Westfalen
13715,20080212,20240422,604,48.1003,9.8058,rach an der Riß-Bergerhausen,Baden-Württemberg
13716,20080722,20240422,816,47.819,8.5774,berg-Randen,Baden-Württemberg
13774,20080506,20240422,328,50.8138,12.2985,mitschau-Mannichswalde,Sachsen
13777,20080518,20240422,109,52.2467,10.9592,stedt-Emmerstedt,Niedersachsen
13965,20081029,20240422,619,48.2639,8.8134,ngen-Bronnhaupten,Baden-Württemberg
14139,20091029,20240422,610,49.8967,7.5869,npfuhl,Rheinland-Pfalz
14157,20091026,20240422,168,49.5686,8.7013,enau,Hessen
15000,20110311,20240422,231,50.7983,6.0244,en-Orsbach,Nordrhein-Westfalen
15003,20110316,20240422,19,53.8753,13.2101,arsow,Mecklenburg-Vorpommern
15011,20130731,20240421,375,49.0472,9.9084,ertann,Baden-Württemberg
15012,20130731,20240421,196,49.2094,9.1034,"enau, Bad (Kläranlage)",Baden-Württemberg
15013,20130731,20240421,119,48.8946,8.3379,ch/Baden,Baden-Württemberg
15014,20130731,20240421,918,47.9761,8.1751,see-Neustadt-Waldau,Baden-Württemberg
15015,20130731,20240421,509,48.9271,9.7973,wend-Frickenhofen,Baden-Württemberg
15016,20120906,20240421,280,48.6137,9.2947,artailfingen,Baden-Württemberg
15170,20130801,20240421,718,47.9725,8.4157,ueschingen-Wolterdingen,Baden-Württemberg
15207,20131101,20240422,317,51.2835,9.359,uenburg-Elgershausen,Hessen
15444,20140814,20240422,593,48.4418,9.9216,Mähringen,Baden-Württemberg
15478,20150113,20240422,515,48.2095,10.0654,enheim,Baden-Württemberg
15490,20161117,20240422,298,50.8053,8.3382,enburg-Eibelshausen,Hessen
15512,20160823,20240422,65,53.0859,10.1611,ingen-Ehlbeck,Niedersachsen
15514,20171005,20240422,106,49.3767,8.6177,elberg-Kurpfalzhof,Baden-Württemberg
15527,20200915,20240421,309,50.7231,12.0684,nleuben,Thüringen
15528,20200905,20240422,422,51.3332,10.8671,en,Thüringen
15529,20200910,20240422,258,50.7564,10.3168,tungen,Thüringen
15555,20160427,20240422,815,47.8761,10.5849,beuren-Oberbeuren,Bayern
15810,20180226,20240422,567,47.9261,9.5926,ndorf-Blönried,Baden-Württemberg
15813,20210707,20240422,40,52.5126,7.4131,en-Baccum,Niedersachsen
17444,20231231,20240422,40,52.432,13.245,in-Zehlendorf-Düppel,Berlin
17445,20231231,20240422,37,52.408,13.266,in-Schönow,Berlin
17446,20231231,20240422,33,52.404,13.14,in-Hubertusbrücke,Berlin
17447,20231231,20240422,35,52.421,13.165,in-Colonie Alsen,Berlin
17448,20231231,20240422,43,52.389,13.402,in-Lichtenrade (Lockestr.),Berlin
17449,20231231,20240422,35,52.494,13.328,in-Wilmersdorf,Berlin
17450,20231231,20240422,41,52.48,13.261,in-Grunewald,Berlin
17451,20231231,20240422,34,52.521,13.286,in-Charlottenburg (Mollwitzstr.),Berlin
17452,20231231,20240422,34,52.542,13.337,in-Wedding,Berlin
17453,20231231,20240422,34,52.539,13.23,in-Haselhorst,Berlin
17454,20231231,20240422,33,52.557,13.199,in-Hakenfelde,Berlin
17455,20231231,20240422,31,52.489,13.181,in-Gatow,Berlin
17456,20231231,20240422,33,52.532,13.141,in-Staaken,Berlin
17457,20231231,20240422,39,52.566,13.347,in-Reinickendorf,Berlin
17458,20231231,20240422,39,52.629,13.266,in-Frohnau (Bifröstweg),Berlin
17459,20231231,20240422,34,52.602,13.237,in-Heiligensee,Berlin
17460,20231231,20240422,35,52.484,13.442,in-Neukölln,Berlin
17461,20231231,20240422,34,52.469,13.466,in-Köllnische Heide,Berlin
17462,20231231,20240422,34,52.452,13.458,in-Britz,Berlin
17463,20231231,20240421,36,52.428,13.491,in-Rudow (Stubenrauchstr.),Berlin
17464,20231231,20240422,35,52.442,13.504,in-Johannisthal (Winckelmannstr.),Berlin
17465,20231231,20240421,35,52.416,13.577,in-Grünau,Berlin
17466,20231231,20240422,35,52.377,13.642,in-Schmöckwitz/Dahme,Berlin
17467,20231231,20240422,36,52.444,13.583,in-Köpenick/Spree,Berlin
17468,20231231,20240422,36,52.45,13.62,in-Friedrichshagen-Hirschgarten,Berlin
17469,20231231,20240422,35,52.414,13.671,in-Köpenick-Müggelheim,Berlin
17470,20231231,20240422,36,52.498,13.488,in-Rummelsburg,Berlin
17471,20231231,20240422,37,52.502,13.554,in-Biesdorf,Berlin
17472,20231231,20240422,34,52.463,13.512,in-Oberschöneweide,Berlin
17473,20231231,20240422,35,52.51,13.427,in-Friedrichshain/Spree,Berlin
17474,20231231,20240422,47,52.545,13.439,in-Pankow-Prenzlauer Berg,Berlin
17475,20231231,20240422,41,52.553,13.384,in-Gesundbrunnen,Berlin
17476,20231231,20240422,50,52.545,13.537,in-Marzahn-Bürknersfelde,Berlin
17477,20231231,20240422,51,52.567,13.491,in-Lichtenberg-Malchow,Berlin
17478,20231231,20240422,56,52.545,13.493,in-Hohenschönhausen,Berlin
17479,20231231,20240422,49,52.612,13.453,in-Karow,Berlin
17480,20231231,20240422,37,52.429,13.718,in-Hessenwinkel,Berlin
17481,20231231,20240422,43,52.413,13.376,in-Marienfelde (Grillostr.),Berlin
17482,20231231,20240422,36,52.504,13.547,in/Biesdorfer Baggersee,Berlin
17483,20231231,20240422,36,52.535,13.375,in-Mitte/Südpanke,Berlin
17484,20231231,20240421,37,52.58,13.308,in-Borsigwalde,Berlin
17485,20231231,20240422,40,52.44,13.327,in-Lichterfelde,Berlin
17486,20231231,20240422,33,52.52,13.202,in-Wilhelmstadt,Berlin
17487,20231231,20240422,36,52.497,13.398,in-Kreuzberg,Berlin
17488,20231231,20240422,36,52.611,13.316,in-Waidmannslust,Berlin
17489,20231231,20240421,46,52.578,13.436,in-Heinersdorf,Berlin
17490,20231231,20240422,44,52.589,13.381,in-Pankow-Rosenthal,Berlin
17491,20231231,20240422,53,52.617,13.384,in-Blankenfelde,Berlin
19130,20200906,20240422,353,50.7917,11.6614,elshain-Trockenborn,Thüringen
19131,20200909,20240422,408,50.7036,11.0181,inau-Angstedt,Thüringen
19133,20200906,20240422,224,51.3708,10.8475,ershausen/Kyffhäuserkreis,Thüringen
19134,20200906,20240422,210,50.9614,10.0714,tungen/Werra,Thüringen
19135,20200925,20240422,191,51.5061,10.7714,hausen-Salza,Thüringen
19137,20200906,20240422,155,51.145,11.2075,ndorf bei Sömmerda,Thüringen
19138,20200906,20240422,358,50.6683,11.9778,enroda/Greiz,Thüringen
19140,20200929,20240422,278,50.9657,10.6988,a,Thüringen
19171,20200820,20240422,13,54.0039,9.8555,nkrug-Hardebek,Schleswig-Holstein
19172,20200820,20240422,48,54.0246,9.388,en,Schleswig-Holstein
19207,20230330,20240422,16,53.8178,12.0645,ow-Prüzen,Mecklenburg-Vorpommern
19299,20210322,20240422,463,49.8713,11.7883,chersdorf,Bayern
19897,20231231,20240422,37,52.504,13.455,in-Friedrichshain-Nord,Berlin
19898,20231231,20240422,39,52.497,13.282,in-Halensee,Berlin
